address,in_degree,out_degree,total_degree,pagerank,betweenness,clustering,second_order_neighbors
0xa7b5ce53d71d2215d679642307adfa3f39de5448,0,1,1,0.0016244399531804145,0.0,0,15
0x334a04a9c6c022fd8e77137e3628c66106d05bcf,0,1,1,0.0016244399531804145,0.0,0,15
0xc5c7fd0fc7b3368220ec42abbc2ac33544b4fecf,1,0,1,0.0026904024352524575,0.0,0,15
0xcdde3c00d6fc1db14111255ac34b5d360b19e901,1,0,1,0.0026904024352524575,0.0,0,15
0x90d82df27dbe02b6cd8bb89b238d1c8e55705961,0,1,1,0.0016244399531804145,0.0,0,15
0x22ce84a7f86662b78e49c6ec9e51d60fdde7b70a,1,0,1,0.0026904024352524575,0.0,0,15
0x77e7c5cbeaad915cf5462064b02984e16a902e67,0,1,1,0.0016244399531804145,0.0,0,15
0x83564f78721eb0508857291cb1413224dd340007,0,1,1,0.0016244399531804145,0.0,0,352
0x5a52e96bacdabb82fd05763e25335261b270efcb,85,270,355,0.1184571425395244,0.13683980360586,0,6
0x83567824adef825356e7a509678054aa23640007,0,1,1,0.0016244399531804145,0.0,0,352
0x83569802eac12d933b771994a6f6990c62c40007,0,1,1,0.0016244399531804145,0.0,0,352
0x835988ec077856e5b695e63cf780e58a1a8d0007,0,1,1,0.0016244399531804145,0.0,0,352
0x8350fc1f6b68da57d9f093c4e1a05de8055b0007,0,1,1,0.0016244399531804145,0.0,0,352
0x514910771af9ca656af840dff83e8264ecf986ca,1,0,1,0.001997464741594831,0.0,0,352
0x835678a611b28684005a5e2233695fb6cbbb0007,1,1,2,0.001997464741594831,0.0,0,352
0x0f2d719407fdbeff09d87557abb7232601fd9f29,1,0,1,0.001997464741594831,0.0,0,352
0xc5f0f7b66764f6ec8c8dff7ba683102295e16409,1,0,1,0.001997464741594831,0.0,0,352
0x111111111117dc0aa78b770fa6a738034120c302,1,0,1,0.001997464741594831,0.0,0,352
0xdc9ac3c20d1ed0b540df9b1fedc10039df13f99c,1,0,1,0.001997464741594831,0.0,0,352
0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb,1,0,1,0.001997464741594831,0.0,0,352
0xb705268213d593b8fd88d3fdeff93aff5cbdcfae,1,0,1,0.001997464741594831,0.0,0,352
0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,1,0,1,0.001997464741594831,0.0,0,352
0xba5bde662c17e2adff1075610382b9b691296350,1,0,1,0.001997464741594831,0.0,0,352
0x6982508145454ce325ddbe47a25d4ec3d2311933,1,0,1,0.001997464741594831,0.0,0,352
0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,1,0,1,0.001997464741594831,0.0,0,352
0x455e53cbb86018ac2b8092fdcd39d8444affc3f6,1,0,1,0.001997464741594831,0.0,0,352
0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,1,0,1,0.001997464741594831,0.0,0,352
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,1,0,1,0.001997464741594831,0.0,0,352
0x4c9edd5852cd905f086c759e8383e09bff1e68b3,1,0,1,0.001997464741594831,0.0,0,352
0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,1,1,2,0.001997464741594831,0.0,0,352
0xf17e65822b568b3903685a7c9f496cf7656cc6c2,1,0,1,0.001997464741594831,0.0,0,352
0xfc82bb4ba86045af6f327323a46e80412b91b27d,1,0,1,0.001997464741594831,0.0,0,352
0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,1,0,1,0.001997464741594831,0.0,0,352
0x090185f2135308bad17527004364ebcc2d37e5f6,1,0,1,0.001997464741594831,0.0,0,352
0x8356a51777b87dd0bc5be83afacef41c26db0007,0,1,1,0.0016244399531804145,0.0,0,352
0x2dff88a56767223a5529ea5960da7a3f5f766406,1,0,1,0.001997464741594831,0.0,0,352
0xddb3422497e61e13543bea06989c0789117555c5,1,0,1,0.001997464741594831,0.0,0,352
0xf2c88757f8d03634671208935974b60a2a28bdb3,1,0,1,0.001997464741594831,0.0,0,352
0x39fbbabf11738317a448031930706cd3e612e1b9,1,0,1,0.001997464741594831,0.0,0,352
0xb3999f658c0391d94a37f7ff328f3fec942bcadc,1,0,1,0.001997464741594831,0.0,0,352
0x419d0d8bdd9af5e606ae2232ed285aff190e711b,1,0,1,0.001997464741594831,0.0,0,352
0x3597bfd533a99c9aa083587b074434e61eb0a258,1,0,1,0.001997464741594831,0.0,0,352
0x8f8221afbb33998d8584a2b05749ba73c37a938a,1,0,1,0.001997464741594831,0.0,0,352
0xd1d2eb1b1e90b638588728b4130137d262c87cae,1,0,1,0.001997464741594831,0.0,0,352
0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,1,0,1,0.001997464741594831,0.0,0,352
0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,1,0,1,0.001997464741594831,0.0,0,352
0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,1,0,1,0.001997464741594831,0.0,0,352
0x3845badade8e6dff049820680d1f14bd3903a5d0,1,0,1,0.001997464741594831,0.0,0,352
0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,1,0,1,0.001997464741594831,0.0,0,352
0x3429d03c6f7521aec737a0bbf2e5ddcef2c3ae31,1,0,1,0.001997464741594831,0.0,0,352
0xa6c0c097741d55ecd9a3a7def3a8253fd022ceb9,1,0,1,0.001997464741594831,0.0,0,352
0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26,1,0,1,0.001997464741594831,0.0,0,352
0xbc396689893d065f41bc2c6ecbee5e0085233447,1,0,1,0.001997464741594831,0.0,0,352
0x835665c4c6e44eacebe57ad5755774c9d4a90007,0,1,1,0.0016244399531804145,0.0,0,352
0x83560dd439aafcdef0b41c46b991a5cc20e10007,0,1,1,0.0016244399531804145,0.0,0,352
0xde4ee8057785a7e8e800db58f9784845a5c2cbd6,1,0,1,0.001997464741594831,0.0,0,352
0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,1,0,1,0.001997464741594831,0.0,0,352
0xdbdb4d16eda451d0503b854cf79d55697f90c8df,1,0,1,0.001997464741594831,0.0,0,352
0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,1,0,1,0.001997464741594831,0.0,0,352
0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,1,0,1,0.001997464741594831,0.0,0,352
0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,1,0,1,0.001997464741594831,0.0,0,352
0x6c6ee5e31d828de241282b9606c8e98ea48526e2,1,0,1,0.001997464741594831,0.0,0,352
0xa2e3356610840701bdf5611a53974510ae27e2e1,1,0,1,0.001997464741594831,0.0,0,352
0x0d8775f648430679a709e98d2b0cb6250d2887ef,1,0,1,0.001997464741594831,0.0,0,352
0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,1,0,1,0.001997464741594831,0.0,0,352
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,1,0,1,0.001997464741594831,0.0,0,352
0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14,1,0,1,0.001997464741594831,0.0,0,352
0xa2120b9e674d3fc3875f415a7df52e382f141225,1,0,1,0.001997464741594831,0.0,0,352
0x7448c7456a97769f6cd04f1e83a4a23ccdc46abd,1,0,1,0.001997464741594831,0.0,0,352
0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,1,0,1,0.001997464741594831,0.0,0,352
0xac51066d7bec65dc4589368da368b212745d63e8,1,0,1,0.001997464741594831,0.0,0,352
0x607f4c5bb672230e8672085532f7e901544a7375,1,0,1,0.001997464741594831,0.0,0,352
0x3b50805453023a91a8bf641e279401a0b23fa6f9,1,0,1,0.001997464741594831,0.0,0,352
0xd533a949740bb3306d119cc777fa900ba034cd52,1,0,1,0.001997464741594831,0.0,0,352
0x8de5b80a0c1b02fe4976851d030b36122dbb8624,1,0,1,0.001997464741594831,0.0,0,352
0x137ddb47ee24eaa998a535ab00378d6bfa84f893,1,0,1,0.001997464741594831,0.0,0,352
0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,1,0,1,0.001997464741594831,0.0,0,352
0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,1,0,1,0.001997464741594831,0.0,0,352
0x8290333cef9e6d528dd5618fb97a76f268f3edd4,1,0,1,0.001997464741594831,0.0,0,352
0xae12c5930881c53715b369cec7606b70d8eb229f,1,0,1,0.001997464741594831,0.0,0,352
0x71ab77b7dbb4fa7e017bc15090b2163221420282,1,0,1,0.001997464741594831,0.0,0,352
0x14778860e937f509e651192a90589de711fb88a9,1,0,1,0.001997464741594831,0.0,0,352
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,1,0,1,0.001997464741594831,0.0,0,352
0x69af81e73a73b40adf4f3d4223cd9b1ece623074,1,0,1,0.001997464741594831,0.0,0,352
0xe41d2489571d322189246dafa5ebde1f4699f498,1,0,1,0.001997464741594831,0.0,0,352
0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,1,0,1,0.001997464741594831,0.0,0,352
0xc944e90c64b2c07662a292be6244bdf05cda44a7,1,0,1,0.001997464741594831,0.0,0,352
0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,1,0,1,0.001997464741594831,0.0,0,352
0x8356345ed307b45f26fcb8354582ae4d12340007,0,1,1,0.0016244399531804145,0.0,0,352
0x152649ea73beab28c5b49b26eb48f7ead6d4c898,1,0,1,0.001997464741594831,0.0,0,352
0x28c6c06298d514db089934071355e5743bf21d60,1,0,1,0.001997464741594831,0.0,0,352
0x3506424f91fd33084466f402d5d97f05f8e3b4af,1,0,1,0.001997464741594831,0.0,0,352
0x3593d125a4f7849a1b059e64f4517a86dd60c95d,1,0,1,0.001997464741594831,0.0,0,352
0x579cea1889991f68acc35ff5c3dd0621ff29b0c9,1,0,1,0.001997464741594831,0.0,0,352
0xe3c408bd53c31c085a1746af401a4042954ff740,1,0,1,0.001997464741594831,0.0,0,352
0xb528edbef013aff855ac3c50b381f253af13b997,1,0,1,0.001997464741594831,0.0,0,352
0x3da932456d082cba208feb0b096d49b202bf89c8,1,0,1,0.001997464741594831,0.0,0,352
0x28c8a01176b51810d3db66e486c2cdcaa6f21d60,0,1,1,0.0016244399531804145,0.0,0,352
0x225d5d3f9f311e8c619c3cf6e16f2779abf21d60,0,1,1,0.0016244399531804145,0.0,0,352
0x12e2b8033420270db2f3b328e32370cb5b2ca134,1,0,1,0.001997464741594831,0.0,0,352
0x6c5ba91642f10282b576d91922ae6448c9d52f4e,1,0,1,0.001997464741594831,0.0,0,352
0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,1,0,1,0.001997464741594831,0.0,0,352
0x59abc82208ca435773608eb70f4035fc2ea861da,0,1,1,0.0016244399531804145,0.0,0,352
0xd1019c0e83c61d72218f84f538094bb850f28c43,0,1,1,0.0016244399531804145,0.0,0,352
0x9be89d2a4cd102d8fecc6bf9da793be995c22541,1,0,1,0.001997464741594831,0.0,0,352
0xf8fc9a91349ebd2033d53f2b97245102f00aba96,0,1,1,0.0016244399531804145,0.0,0,352
0x57e114b691db790c35207b2e685d4a43181e6061,1,0,1,0.001997464741594831,0.0,0,352
0x96c2f5c3be0e206f294901e532cd5622e89f7f43,0,1,1,0.0016244399531804145,0.0,0,352
0xf977814e90da44bfa03b6295a0616a897441acec,0,1,1,0.0016244399531804145,0.0,0,352
0x467719ad09025fcc6cf6f8311755809d45a5e5f3,1,0,1,0.001997464741594831,0.0,0,352
0x2ba592f78db6436527729929aaf6c908497cb200,1,0,1,0.001997464741594831,0.0,0,352
0x0b38210ea11411557c13457d4da7dc6ea731b88a,1,0,1,0.001997464741594831,0.0,0,352
0x58b6a8a3302369daec383334672404ee733ab239,1,0,1,0.001997464741594831,0.0,0,352
0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2,1,0,1,0.001997464741594831,0.0,0,352
0x57b946008913b82e4df85f501cbaed910e58d26c,1,0,1,0.001997464741594831,0.0,0,352
0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,1,0,1,0.001997464741594831,0.0,0,352
0xd33526068d116ce69f19a9ee46f0bd304f21a51f,1,0,1,0.001997464741594831,0.0,0,352
0x7a58c0be72be218b41c608b7fe7c5bb630736c71,1,0,1,0.001997464741594831,0.0,0,352
0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,1,0,1,0.001997464741594831,0.0,0,352
0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664,1,0,1,0.001997464741594831,0.0,0,352
0x61e90a50137e1f645c9ef4a0d3a4f01477738406,1,0,1,0.001997464741594831,0.0,0,352
0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,1,0,1,0.001997464741594831,0.0,0,352
0x3be7bf1a5f23bd8336787d0289b70602f1940875,1,0,1,0.001997464741594831,0.0,0,352
0xbf2179859fc6d5bee9bf9158632dc51678a4100e,1,0,1,0.001997464741594831,0.0,0,352
0x0202be363b8a4820f3f4de7faf5224ff05943ab1,1,0,1,0.001997464741594831,0.0,0,352
0x767fe9edc9e0df98e07454847909b5e959d7ca0e,1,0,1,0.001997464741594831,0.0,0,352
0x2865f9697e95a5fb6e4a642a1f70bc7a60b36d60,0,1,1,0.0016244399531804145,0.0,0,352
0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,1,0,1,0.001997464741594831,0.0,0,352
0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,1,0,1,0.001997464741594831,0.0,0,352
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,1,0,1,0.001997464741594831,0.0,0,352
0xade00c28244d5ce17d72e40330b1c318cd12b7c3,1,0,1,0.001997464741594831,0.0,0,352
0xc0a0edf88b7cac885a0a940f5ab0ecff1434bdbe,0,1,1,0.0016244399531804145,0.0,0,352
0x159a404fafa376cc50063ca3b1b78ee80d3ecf66,0,1,1,0.0016244399531804145,0.0,0,352
0x4455aea5f371ba083ff4fe4b6ed3fe758f4e1175,0,1,1,0.0016244399531804145,0.0,0,352
0xacbff7df79e0d0547b0e5d34c79875154df0933b,0,1,1,0.0016244399531804145,0.0,0,352
0x6d66901b1390577640784284a14088ed751dab0e,0,1,1,0.0016244399531804145,0.0,0,352
0x2b7e442be57a4fa0c98d2b596807f0d5dc68e111,0,1,1,0.0016244399531804145,0.0,0,352
0x4b9278b94a1112cad404048903b8d343a810b07e,1,0,1,0.001997464741594831,0.0,0,352
0x4b5f49487ea7b3609b1ad05459be420548789f1f,1,0,1,0.001997464741594831,0.0,0,352
0xa1faa113cbe53436df28ff0aee54275c13b40975,1,0,1,0.001997464741594831,0.0,0,352
0x8f693ca8d21b157107184d29d398a8d082b38b76,1,0,1,0.001997464741594831,0.0,0,352
0xcdf7028ceab81fa0c6971208e83fa7872994bee5,1,0,1,0.001997464741594831,0.0,0,352
0x1c56b1534dab55144ae781215fe979123291a999,0,1,1,0.0016244399531804145,0.0,0,352
0x70c9fcb6781bfe09362922ef606bd66312eec44c,0,1,1,0.0016244399531804145,0.0,0,352
0xf0523835ff37d6dd0a78d4e9fb48e10611257507,0,1,1,0.0016244399531804145,0.0,0,352
0x3cffab89a2c913403eee37178718c438f2f7597a,0,1,1,0.0016244399531804145,0.0,0,352
0x1c2ac8c03435963ea617d260711004cc29d71676,0,1,1,0.0016244399531804145,0.0,0,352
0xf144d61542e59c2385f3046a2e07fd8958cba221,0,1,1,0.0016244399531804145,0.0,0,352
0x47efffd2db31292b78a7df423d0473bd6023fa12,0,1,1,0.0016244399531804145,0.0,0,352
0xbc766b51f7ddd7238a62e76ee041ea0648f1de95,0,1,1,0.0016244399531804145,0.0,0,352
0x3e7f4725b2ea371c0cc7ce5766a079a2acb92cb5,0,1,1,0.0016244399531804145,0.0,0,352
0x7d75174c6268c4e5c0a249df5423f08161e084b3,0,1,1,0.0016244399531804145,0.0,0,352
0x6405c0a58ccc86052721dfe60a84585456fe769d,0,1,1,0.0016244399531804145,0.0,0,352
0x7c48b84cd388c6ab4832f5046001ca7b0570cdb3,0,1,1,0.0016244399531804145,0.0,0,352
0x6addfd3eb0e5644434f7f4bd8e01219673e205db,0,1,1,0.0016244399531804145,0.0,0,352
0xe03be8de86a3ccc9c3ce46ff9bc9b25e1124411c,0,1,1,0.0016244399531804145,0.0,0,352
0x46938f3a07455035eebc579cfbdb98346d4af4d0,0,1,1,0.0016244399531804145,0.0,0,352
0xe5bb2a8a2617f237ed52d6bb05bb30aedda68437,0,1,1,0.0016244399531804145,0.0,0,352
0x001b13e165e5b38b21dae1f0e8837e2b9ab6ea83,0,1,1,0.0016244399531804145,0.0,0,352
0x6c3a1e63401eab27835b9d521bdb05ba58a38ca8,0,1,1,0.0016244399531804145,0.0,0,352
0xe0ba3a120ce13d3bc23b5fbea0d527df61659ea6,0,1,1,0.0016244399531804145,0.0,0,352
0x70ac04f31d0395ee055e15e160cffd6692450ad2,0,1,1,0.0016244399531804145,0.0,0,352
0x88190ae637ffbdc850847e2052ddb28f48dc1790,0,1,1,0.0016244399531804145,0.0,0,352
0x266124797c1b8f9a949d31625b812ef60d587457,0,1,1,0.0016244399531804145,0.0,0,352
0xef3a930e1ffffacd2fc13434ac81bd278b0ecc8d,1,0,1,0.001997464741594831,0.0,0,352
0x41e5560054824ea6b0732e656e3ad64e20e94e45,1,0,1,0.001997464741594831,0.0,0,352
0x5a98fcbea516cf06857215779fd812ca3bef1b32,1,0,1,0.001997464741594831,0.0,0,352
0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,1,0,1,0.001997464741594831,0.0,0,352
0xb562ec0261a9cb550a5fbcb46030088f1d6a53cf,1,0,1,0.001997464741594831,0.0,0,352
0x9c354503c38481a7a7a51629142963f98ecc12d0,1,0,1,0.001997464741594831,0.0,0,352
0xde7d85157d9714eadf595045cc12ca4a5f3e2adb,1,0,1,0.001997464741594831,0.0,0,352
0x3e9bc21c9b189c09df3ef1b824798658d5011937,1,0,1,0.001997464741594831,0.0,0,352
0x42476f744292107e34519f9c357927074ea3f75d,1,0,1,0.001997464741594831,0.0,0,352
0x39548455c6d5b2827db1d7845dc9f6385df0cb1d,0,1,1,0.0016244399531804145,0.0,0,352
0x2377b60638eff2450f4bc17ae25223e8fd08a923,0,1,1,0.0016244399531804145,0.0,0,352
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,1,0,1,0.001997464741594831,0.0,0,352
0x06c2f86379e5a38ac4ed369a1d9e936df3e5e4b7,0,1,1,0.0016244399531804145,0.0,0,352
0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,1,0,1,0.001997464741594831,0.0,0,352
0x2c974b2d0ba1716e644c1fc59982a89ddd2ff724,1,0,1,0.001997464741594831,0.0,0,352
0x9c10c1b699c9c57695998aa58a47e571d34b212c,0,1,1,0.0016244399531804145,0.0,0,352
0x4574562e9310a94f9ca962bd23168d8a06875b1a,1,0,1,0.001997464741594831,0.0,0,352
0xccbe2683172069fff1aee197b95a9630803b940a,0,1,1,0.0016244399531804145,0.0,0,352
0x5cf04716ba20127f1e2297addcf4b5035000c9eb,1,0,1,0.001997464741594831,0.0,0,352
0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,1,0,1,0.001997464741594831,0.0,0,352
0xd6a6475ca3730058a793efcfdf9dbb7589d1ffe2,0,1,1,0.0016244399531804145,0.0,0,352
0x191c9dc2cd214b6497fa32c5ca7792f807842de3,0,1,1,0.0016244399531804145,0.0,0,352
0xbe1a001fe942f96eea22ba08783140b9dcc09d28,1,0,1,0.001997464741594831,0.0,0,352
0xd3db03bb206b98c548c3aa832635ffc256aa4a58,0,1,1,0.0016244399531804145,0.0,0,352
0x91af0fbb28aba7e31403cb457106ce79397fd4e6,1,0,1,0.001997464741594831,0.0,0,352
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab,1,0,1,0.001997464741594831,0.0,0,352
0xd4c435f5b09f855c3317c8524cb1f586e42795fa,1,0,1,0.001997464741594831,0.0,0,352
0xbbc2ae13b23d715c30720f079fcd9b4a74093505,1,0,1,0.001997464741594831,0.0,0,352
0x18aaa7115705e8be94bffebde57af9bfc265b998,1,0,1,0.001997464741594831,0.0,0,352
0x83560a5f35e11dd14464d9675ee4e07b81bb0007,0,1,1,0.0016244399531804145,0.0,0,352
0x8394b91a789397271087f589c2bdd831da7b0007,0,1,1,0.0016244399531804145,0.0,0,352
0x1fcdce58959f536621d76f5b7ffb955baa5a672f,1,0,1,0.001997464741594831,0.0,0,352
0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,1,0,1,0.001997464741594831,0.0,0,352
0x28c6549bb9637b942b829d04d6841ef012f21d60,0,1,1,0.0016244399531804145,0.0,0,352
0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,1,0,1,0.001997464741594831,0.0,0,352
0x92d6c1e31e14520e676a687f0a93788b716beff5,1,0,1,0.001997464741594831,0.0,0,352
0xb59490ab09a0f526cc7305822ac65f2ab12f9723,1,0,1,0.001997464741594831,0.0,0,352
0xa7713df81a0c7d2e750165fc785492988e62592d,0,1,1,0.0016244399531804145,0.0,0,352
0x4691937a7508860f876c9c0a2a617e7d9e945d4b,1,0,1,0.001997464741594831,0.0,0,352
0x1b4d236dd759a43020d1bc898e0a069e8c193ae4,0,1,1,0.0016244399531804145,0.0,0,352
0x947aeb02304391f8fbe5b25d7d98d649b57b1788,1,0,1,0.001997464741594831,0.0,0,352
0x4e15361fd6b4bb609fa63c81a2be19d873717870,1,0,1,0.001997464741594831,0.0,0,352
0x833033fdf5a0686dec0c11a235be23dd095b0007,0,1,1,0.0016244399531804145,0.0,0,352
0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,1,0,1,0.001997464741594831,0.0,0,352
0x081131434f93063751813c619ecca9c4dc7862a3,1,0,1,0.001997464741594831,0.0,0,352
0x584bc13c7d411c00c01a62e8019472de68768430,1,0,1,0.001997464741594831,0.0,0,352
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,1,0,1,0.001997464741594831,0.0,0,352
0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,1,0,1,0.001997464741594831,0.0,0,352
